line_state_id,line,start_time,end_time,process_order
A314845F-F507-4276-BC82-AF4587804809/0,L1A,2022-06-21 03:23:09,2022-06-21 03:25:56,916939550
E587DB16-93DA-4E66-915E-2CBC5C929969/0,L1C,2022-06-21 03:23:09,2022-06-21 03:27:21,916939550
EFEC42D4-6543-43B5-A86E-0A4F866D531F/0,L1B,2022-06-21 03:23:09,2022-06-21 03:27:22,916939550
5E693F74-F4D9-45A6-A780-E5F73EFA07AA/0,L2A,2022-06-21 03:23:16,2022-06-21 03:25:09,916939576
6F4070CD-9B6F-4B30-82E9-B5A36FAB076F/0,L2B,2022-06-21 03:23:16,2022-06-21 03:25:08,916939576
6F4070CD-9B6F-4B30-82E9-B5A36FAB076F/1,L2B,2022-06-21 03:25:08,2022-06-21 03:25:09,916939576
4187DDF6-DA8F-4730-BA25-484BE930A53A/0,L2A,2022-06-21 03:25:09,2022-06-21 03:33:47,916939576
8CBA98D4-6B9B-45D2-AD0A-A2A971EDF9B3/0,L2B,2022-06-21 03:25:09,2022-06-21 03:33:48,916939576
A314845F-F507-4276-BC82-AF4587804809/1,L1A,2022-06-21 03:25:56,2022-06-21 03:27:21,916939550
A314845F-F507-4276-BC82-AF4587804809/2,L1A,2022-06-21 03:27:21,2022-06-21 03:27:22,916939550
E587DB16-93DA-4E66-915E-2CBC5C929969/1,L1C,2022-06-21 03:27:21,2022-06-21 03:27:22,916939550
16DA4DDA-6433-41BC-B69A-E9B970208C8B/0,L1B,2022-06-21 03:27:22,2022-06-21 03:28:22,916939550
295B4768-ECBC-4942-9026-23623E35416D/0,L1C,2022-06-21 03:27:22,2022-06-21 03:28:22,916939550
56707A0D-B5E8-4F2E-9073-7993E57E4B95/0,L1A,2022-06-21 03:27:22,2022-06-21 03:28:22,916939550
4647432D-0DA7-458A-B681-05EAF61A77DF/0,L1A,2022-06-21 03:28:22,2022-06-21 03:29:01,916939550
8AA25D81-45DC-422F-A13A-386831A1D3F5/0,L1B,2022-06-21 03:28:22,2022-06-21 03:29:01,916939550
8C445E6C-B682-48DE-AD09-8F742213489F/0,L1C,2022-06-21 03:28:22,2022-06-21 03:29:01,916939550
1F71B655-DE21-43E8-B52A-646CEEE53B14/0,L1A,2022-06-21 03:29:01,2022-06-21 03:30:32,916939550
313E9807-235A-453E-84D4-5A562C7C4372/0,L1B,2022-06-21 03:29:01,2022-06-21 03:45:45,916939550
72EA47F5-7A2D-4405-B1D1-6F290C7E4596/0,L1C,2022-06-21 03:29:01,2022-06-21 03:38:16,916939550
1F71B655-DE21-43E8-B52A-646CEEE53B14/1,L1A,2022-06-21 03:30:32,2022-06-21 03:33:54,916939550
4187DDF6-DA8F-4730-BA25-484BE930A53A/1,L2A,2022-06-21 03:33:47,2022-06-21 03:33:48,916939576
428E209C-7DDB-4B70-825A-CED2F56BEE6B/0,L2A,2022-06-21 03:33:48,2022-06-21 03:33:58,916939576
67A939EC-D5D5-4AD9-8646-B8CAB0F0321C/0,L2B,2022-06-21 03:33:48,2022-06-21 03:33:59,916939576
1F71B655-DE21-43E8-B52A-646CEEE53B14/2,L1A,2022-06-21 03:33:54,2022-06-21 03:34:10,916939550
428E209C-7DDB-4B70-825A-CED2F56BEE6B/1,L2A,2022-06-21 03:33:58,2022-06-21 03:33:59,916939576
DF8F7EB3-F565-48DF-BF11-E33697D36816/0,L2A,2022-06-21 03:33:59,2022-06-21 03:34:01,916939576
E98C4958-36D6-4317-8F22-2487E02C4B2D/0,L2B,2022-06-21 03:33:59,2022-06-21 03:34:02,916939576
DF8F7EB3-F565-48DF-BF11-E33697D36816/1,L2A,2022-06-21 03:34:01,2022-06-21 03:34:02,916939576
3582FB3A-A115-4484-9EDA-1D69B5F40CA8/0,L2B,2022-06-21 03:34:02,2022-06-21 03:34:31,916939576
CD9C6653-12BE-495A-A8E4-82EA73F9D7C1/0,L2A,2022-06-21 03:34:02,2022-06-21 03:34:30,916939576
1F71B655-DE21-43E8-B52A-646CEEE53B14/3,L1A,2022-06-21 03:34:10,2022-06-21 03:34:47,916939550
CD9C6653-12BE-495A-A8E4-82EA73F9D7C1/1,L2A,2022-06-21 03:34:30,2022-06-21 03:34:31,916939576
DEB43B6B-11F9-471B-8305-CCB710E4D0CF/0,L2A,2022-06-21 03:34:31,2022-06-21 03:41:19,916939576
FA69F412-96EF-46BD-80CA-E7C7EBCFA1A5/0,L2B,2022-06-21 03:34:31,2022-06-21 03:39:52,916939576
1F71B655-DE21-43E8-B52A-646CEEE53B14/4,L1A,2022-06-21 03:34:47,2022-06-21 03:37:59,916939550
1F71B655-DE21-43E8-B52A-646CEEE53B14/5,L1A,2022-06-21 03:37:59,2022-06-21 03:45:01,916939550
72EA47F5-7A2D-4405-B1D1-6F290C7E4596/1,L1C,2022-06-21 03:38:16,2022-06-21 03:38:16,916939550
72EA47F5-7A2D-4405-B1D1-6F290C7E4596/2,L1C,2022-06-21 03:38:16,2022-06-21 03:45:45,916939550
FA69F412-96EF-46BD-80CA-E7C7EBCFA1A5/1,L2B,2022-06-21 03:39:52,2022-06-21 03:41:18,916939576
FA69F412-96EF-46BD-80CA-E7C7EBCFA1A5/2,L2B,2022-06-21 03:41:18,2022-06-21 03:41:19,916939576
8136C31E-E02E-47EA-B563-905360B1BF80/0,L2A,2022-06-21 03:41:19,2022-06-21 03:41:24,916939576
83686823-9571-45E5-833F-F33E1572EA6F/0,L2B,2022-06-21 03:41:19,2022-06-21 03:41:23,916939576
83686823-9571-45E5-833F-F33E1572EA6F/1,L2B,2022-06-21 03:41:23,2022-06-21 03:41:24,916939576
3162A0D2-FBE9-4833-AFDB-9D288F4B7C81/0,L2B,2022-06-21 03:41:24,2022-06-21 03:44:36,916939576
52BA2491-5BD7-4C77-AAF7-8513023E83D4/0,L2A,2022-06-21 03:41:24,2022-06-21 03:44:36,916939576
9B68F348-6BFE-41D3-B0B3-8CE2D43E07B6/0,L2B,2022-06-21 03:44:36,2022-06-21 03:44:56,916939576
D8A6AB02-2456-43ED-A668-B2E4044BA360/0,L2A,2022-06-21 03:44:36,2022-06-21 03:49:52,916939576
9B68F348-6BFE-41D3-B0B3-8CE2D43E07B6/1,L2B,2022-06-21 03:44:56,2022-06-21 04:06:02,916939576
1F71B655-DE21-43E8-B52A-646CEEE53B14/6,L1A,2022-06-21 03:45:01,2022-06-21 03:45:50,916939550
313E9807-235A-453E-84D4-5A562C7C4372/1,L1B,2022-06-21 03:45:45,2022-06-21 03:51:37,916939550
72EA47F5-7A2D-4405-B1D1-6F290C7E4596/3,L1C,2022-06-21 03:45:45,2022-06-21 03:52:06,916939550
1F71B655-DE21-43E8-B52A-646CEEE53B14/7,L1A,2022-06-21 03:45:50,2022-06-21 03:46:46,916939550
1F71B655-DE21-43E8-B52A-646CEEE53B14/8,L1A,2022-06-21 03:46:46,2022-06-21 03:47:37,916939550
1F71B655-DE21-43E8-B52A-646CEEE53B14/9,L1A,2022-06-21 03:47:37,2022-06-21 03:48:26,916939550
1F71B655-DE21-43E8-B52A-646CEEE53B14/10,L1A,2022-06-21 03:48:26,2022-06-21 03:49:38,916939550
1F71B655-DE21-43E8-B52A-646CEEE53B14/11,L1A,2022-06-21 03:49:38,2022-06-21 03:50:14,916939550
D8A6AB02-2456-43ED-A668-B2E4044BA360/2,L2A,2022-06-21 03:50:00,2022-06-21 04:06:02,916939581
1F71B655-DE21-43E8-B52A-646CEEE53B14/12,L1A,2022-06-21 03:50:14,2022-06-21 03:51:33,916939550
1F71B655-DE21-43E8-B52A-646CEEE53B14/13,L1A,2022-06-21 03:51:33,2022-06-21 03:54:32,916939550
313E9807-235A-453E-84D4-5A562C7C4372/2,L1B,2022-06-21 03:51:37,2022-06-21 03:52:27,916939550
72EA47F5-7A2D-4405-B1D1-6F290C7E4596/4,L1C,2022-06-21 03:52:06,2022-06-21 03:52:56,916939550
313E9807-235A-453E-84D4-5A562C7C4372/3,L1B,2022-06-21 03:52:27,2022-06-21 03:52:42,916939550
313E9807-235A-453E-84D4-5A562C7C4372/4,L1B,2022-06-21 03:52:42,2022-06-21 03:58:37,916939550
72EA47F5-7A2D-4405-B1D1-6F290C7E4596/5,L1C,2022-06-21 03:52:56,2022-06-21 03:53:05,916939550
72EA47F5-7A2D-4405-B1D1-6F290C7E4596/6,L1C,2022-06-21 03:53:05,2022-06-21 03:58:41,916939550
1F71B655-DE21-43E8-B52A-646CEEE53B14/14,L1A,2022-06-21 03:54:32,2022-06-21 03:54:38,916939550
1F71B655-DE21-43E8-B52A-646CEEE53B14/15,L1A,2022-06-21 03:54:38,2022-06-21 03:59:55,916939550
313E9807-235A-453E-84D4-5A562C7C4372/5,L1B,2022-06-21 03:58:37,2022-06-21 04:00:28,916939550
72EA47F5-7A2D-4405-B1D1-6F290C7E4596/7,L1C,2022-06-21 03:58:41,2022-06-21 04:01:00,916939550
1F71B655-DE21-43E8-B52A-646CEEE53B14/16,L1A,2022-06-21 03:59:55,2022-06-21 04:00:28,916939550
1F71B655-DE21-43E8-B52A-646CEEE53B14/17,L1A,2022-06-21 04:00:28,2022-06-21 04:07:53,916939550
313E9807-235A-453E-84D4-5A562C7C4372/6,L1B,2022-06-21 04:00:28,2022-06-21 04:05:26,916939550
72EA47F5-7A2D-4405-B1D1-6F290C7E4596/8,L1C,2022-06-21 04:01:00,2022-06-21 04:07:53,916939550
313E9807-235A-453E-84D4-5A562C7C4372/7,L1B,2022-06-21 04:05:26,2022-06-21 04:06:15,916939550
A348AFBC-AC96-43F9-890F-40C7DD4C2A5C/0,L2B,2022-06-21 04:06:02,2022-06-21 04:06:21,916939576
C8D7788B-C283-4FD3-BB68-7B9E0F32C4A9/0,L2A,2022-06-21 04:06:02,2022-06-21 04:07:54,916939581
313E9807-235A-453E-84D4-5A562C7C4372/8,L1B,2022-06-21 04:06:15,2022-06-21 04:07:53,916939550
A348AFBC-AC96-43F9-890F-40C7DD4C2A5C/1,L2B,2022-06-21 04:06:21,2022-06-21 04:07:46,916939576
A348AFBC-AC96-43F9-890F-40C7DD4C2A5C/2,L2B,2022-06-21 04:07:46,2022-06-21 04:07:55,916939576
1994FA87-28B7-4BB1-A516-CDA854F6F554/0,L1C,2022-06-21 04:07:53,2022-06-21 04:07:57,916939550
57143BCB-7049-44F1-8757-181B8D94B12C/0,L1B,2022-06-21 04:07:53,2022-06-21 04:07:57,916939550
B2DBEE24-0036-42F7-9DC3-0EF2DA230BD2/0,L1A,2022-06-21 04:07:53,2022-06-21 04:07:56,916939550
C8D7788B-C283-4FD3-BB68-7B9E0F32C4A9/1,L2A,2022-06-21 04:07:54,2022-06-21 04:07:55,916939581
1006C459-B946-4CCB-BEA8-A2F82BB8C73E/0,L2A,2022-06-21 04:07:55,2022-06-21 04:09:37,916939581
A9D5CAF7-4D9E-449B-A6DF-835A86DE4774/0,L2B,2022-06-21 04:07:55,2022-06-21 04:08:25,916939576
B2DBEE24-0036-42F7-9DC3-0EF2DA230BD2/1,L1A,2022-06-21 04:07:56,2022-06-21 04:07:57,916939550
5D576E17-99C3-4C0D-99CC-E73912C1B509/0,L1B,2022-06-21 04:07:57,2022-06-21 04:08:46,916939550
F08CC8D9-4328-4FE6-BA95-E5212B1C1114/0,L1C,2022-06-21 04:07:57,2022-06-21 04:07:58,916939550
FB97FA01-D531-42E9-9BA8-38CDC15BE49F/0,L1A,2022-06-21 04:07:57,2022-06-21 04:08:46,916939550
F08CC8D9-4328-4FE6-BA95-E5212B1C1114/1,L1C,2022-06-21 04:07:58,2022-06-21 04:08:46,916939550
A9D5CAF7-4D9E-449B-A6DF-835A86DE4774/1,L2B,2022-06-21 04:08:25,2022-06-21 04:09:26,916939576
1003248B-77F3-45BB-8A5F-45E2FED920FE/0,L1A,2022-06-21 04:08:46,2022-06-21 04:09:06,916939550
1FBAE265-0291-41EF-80C0-5C9FC74EC55C/0,L1B,2022-06-21 04:08:46,2022-06-21 04:09:05,916939550
6353BCCE-3E9F-4589-AD0B-0DA8CACEF2F8/0,L1C,2022-06-21 04:08:46,2022-06-21 04:09:05,916939550
1FBAE265-0291-41EF-80C0-5C9FC74EC55C/1,L1B,2022-06-21 04:09:05,2022-06-21 04:09:06,916939550
6353BCCE-3E9F-4589-AD0B-0DA8CACEF2F8/1,L1C,2022-06-21 04:09:05,2022-06-21 04:09:06,916939550
A9124E90-5C21-4B23-A903-8C47053A4AEC/0,L1B,2022-06-21 04:09:06,2022-06-21 04:10:45,916939550
B0E3E09D-DB37-4417-BACA-F21E8EBB86B4/0,L1A,2022-06-21 04:09:06,2022-06-21 04:10:45,916939550
B807C4B2-926E-493B-9D97-B7531D46A7E7/0,L1C,2022-06-21 04:09:06,2022-06-21 04:09:22,916939550
B807C4B2-926E-493B-9D97-B7531D46A7E7/1,L1C,2022-06-21 04:09:22,2022-06-21 04:10:45,916939550
A9D5CAF7-4D9E-449B-A6DF-835A86DE4774/2,L2B,2022-06-21 04:09:26,2022-06-21 04:09:37,916939576
5610DECA-5DF6-41AD-84BD-39C1DEB205EC/0,L2B,2022-06-21 04:09:37,2022-06-21 04:11:07,916939576
AE5E15B0-38B7-4109-B056-0A8E7F4A48CB/0,L2A,2022-06-21 04:09:37,2022-06-21 04:10:52,916939581
ABA62933-103C-416A-898B-DC4F0F08B925/0,L1B,2022-06-21 04:10:45,2022-06-21 04:11:37,916939550
BF6C0AC6-064C-4055-9481-04E218B6ED43/0,L1A,2022-06-21 04:10:45,2022-06-21 04:11:37,916939550
C38B27A5-9697-42C0-9A82-FAEDA526A13D/0,L1C,2022-06-21 04:10:45,2022-06-21 04:11:37,916939550
AE5E15B0-38B7-4109-B056-0A8E7F4A48CB/1,L2A,2022-06-21 04:10:52,2022-06-21 04:11:07,916939581
BEB38B36-5423-4CC7-A542-ADC0FF2CAD5D/0,L2B,2022-06-21 04:11:07,2022-06-21 04:12:31,916939576
FF2C6614-AB51-4DF1-BF02-B12194A8CEBC/0,L2A,2022-06-21 04:11:07,2022-06-21 04:12:32,916939581
5190285C-2877-4849-851F-D91CF4AC3F5B/0,L1B,2022-06-21 04:11:37,2022-06-21 04:12:34,916939550
982D8629-A99C-4F41-9887-A0FFAA4CEDDF/0,L1A,2022-06-21 04:11:37,2022-06-21 04:12:34,916939550
FCCC5DAF-20B4-4412-A7C3-678779FBB156/0,L1C,2022-06-21 04:11:37,2022-06-21 04:12:35,916939550
BEB38B36-5423-4CC7-A542-ADC0FF2CAD5D/1,L2B,2022-06-21 04:12:31,2022-06-21 04:12:32,916939576
3E8BF1F8-D4DE-479C-BBDE-F48D7D5FCA74/0,L2B,2022-06-21 04:12:32,2022-06-21 04:12:57,916939576
8F21D810-AC1D-4728-9C13-E4F94BF487D3/0,L2A,2022-06-21 04:12:32,2022-06-21 04:12:58,916939581
5190285C-2877-4849-851F-D91CF4AC3F5B/1,L1B,2022-06-21 04:12:34,2022-06-21 04:12:35,916939550
982D8629-A99C-4F41-9887-A0FFAA4CEDDF/1,L1A,2022-06-21 04:12:34,2022-06-21 04:12:35,916939550
16F6764D-CD29-48C7-B79B-8FA61443CE8F/0,L1B,2022-06-21 04:12:35,2022-06-21 04:13:31,916939550
C049AFCE-126F-4002-90ED-3CBCD0A3048E/0,L1A,2022-06-21 04:12:35,2022-06-21 04:13:31,916939550
F1AC6E88-7D35-4123-ABED-C54E2DD0A7D3/0,L1C,2022-06-21 04:12:35,2022-06-21 04:13:32,916939550
3E8BF1F8-D4DE-479C-BBDE-F48D7D5FCA74/1,L2B,2022-06-21 04:12:57,2022-06-21 04:12:58,916939576
36F8537A-B470-4E53-9F22-928E68F79D5C/0,L2A,2022-06-21 04:12:58,2022-06-21 04:13:21,916939581
A8945C82-64A4-44FA-BCEC-E28256480845/0,L2B,2022-06-21 04:12:58,2022-06-21 04:13:20,916939576
A8945C82-64A4-44FA-BCEC-E28256480845/1,L2B,2022-06-21 04:13:20,2022-06-21 04:13:21,916939576
779ED506-12DC-4E56-8452-2AE27B5221CB/0,L2A,2022-06-21 04:13:21,2022-06-21 04:13:40,916939581
C9ABCA9F-70DD-4014-810B-9FC7A338CCB5/0,L2B,2022-06-21 04:13:21,2022-06-21 04:13:39,916939576
16F6764D-CD29-48C7-B79B-8FA61443CE8F/1,L1B,2022-06-21 04:13:31,2022-06-21 04:13:32,916939550
C049AFCE-126F-4002-90ED-3CBCD0A3048E/1,L1A,2022-06-21 04:13:31,2022-06-21 04:13:32,916939550
ACC14F0C-01E9-4C26-8F22-50BC71116DAF/0,L1A,2022-06-21 04:13:32,2022-06-21 04:16:28,916939550
CE00F676-7B07-4AC7-87C7-1BCC10CB1B24/0,L1B,2022-06-21 04:13:32,2022-06-21 04:16:28,916939550
FDCA6D91-C70B-4E77-908C-9AC9D4854BEB/0,L1C,2022-06-21 04:13:32,2022-06-21 04:13:43,916939550
C9ABCA9F-70DD-4014-810B-9FC7A338CCB5/1,L2B,2022-06-21 04:13:39,2022-06-21 04:13:40,916939576
841BFC14-A860-46C4-BA82-C144538BA638/0,L2A,2022-06-21 04:13:40,2022-06-21 04:13:55,916939581
91878165-2019-49E2-83DC-D96ABE625842/0,L2B,2022-06-21 04:13:40,2022-06-21 04:13:55,916939576
FDCA6D91-C70B-4E77-908C-9AC9D4854BEB/1,L1C,2022-06-21 04:13:43,2022-06-21 04:14:46,916939550
145D132D-F96D-40A1-891A-09F8C87927D4/0,L2A,2022-06-21 04:13:55,2022-06-21 04:14:05,916939581
7F614E3B-83F9-4BEF-8BE7-55F28C7696E9/0,L2B,2022-06-21 04:13:55,2022-06-21 04:14:04,916939576
7F614E3B-83F9-4BEF-8BE7-55F28C7696E9/1,L2B,2022-06-21 04:14:04,2022-06-21 04:14:05,916939576
3E40B4CF-85AC-4A6B-BF0C-0D463907A2B2/0,L2B,2022-06-21 04:14:05,2022-06-21 04:14:06,916939576
7F614E3B-83F9-4BEF-8BE7-55F28C7696E9/2,L2B,2022-06-21 04:14:05,2022-06-21 04:14:05,916939576
D478D5D2-61EB-48B9-929F-6F395AD14B55/0,L2A,2022-06-21 04:14:05,2022-06-21 04:14:06,916939581
63E7BCDA-15B1-441C-B4FA-667F2123F379/0,L2B,2022-06-21 04:14:06,2022-06-21 04:17:00,916939576
8AD1676A-C9AC-4B3A-B1B6-50868C64E0FE/0,L2A,2022-06-21 04:14:06,2022-06-21 04:14:31,916939581
8AD1676A-C9AC-4B3A-B1B6-50868C64E0FE/1,L2A,2022-06-21 04:14:31,2022-06-21 04:16:31,916939581
FDCA6D91-C70B-4E77-908C-9AC9D4854BEB/2,L1C,2022-06-21 04:14:46,2022-06-21 04:16:29,916939550
ACC14F0C-01E9-4C26-8F22-50BC71116DAF/1,L1A,2022-06-21 04:16:28,2022-06-21 04:16:29,916939550
CE00F676-7B07-4AC7-87C7-1BCC10CB1B24/1,L1B,2022-06-21 04:16:28,2022-06-21 04:16:29,916939550
6E5F792A-2F01-4541-9722-24483ED757A4/0,L1A,2022-06-21 04:16:29,2022-06-21 04:18:58,916939550
AE9E8238-1E8A-472E-A5A5-D731AED616AD/0,L1C,2022-06-21 04:16:29,2022-06-21 04:18:58,916939550
C3AE6FB2-5897-4094-945F-6B5536639179/0,L1B,2022-06-21 04:16:29,2022-06-21 04:18:59,916939550
8AD1676A-C9AC-4B3A-B1B6-50868C64E0FE/2,L2A,2022-06-21 04:16:31,2022-06-21 04:32:19,916939581
6E5F792A-2F01-4541-9722-24483ED757A4/1,L1A,2022-06-21 04:18:58,2022-06-21 04:18:59,916939550
AE9E8238-1E8A-472E-A5A5-D731AED616AD/1,L1C,2022-06-21 04:18:58,2022-06-21 04:18:59,916939550
1E448443-D35E-43BA-907E-32CE9E7420A0/0,L1B,2022-06-21 04:18:59,2022-06-21 04:28:58,916939550
44323E38-68FF-414B-9420-1F3135754CEB/0,L1A,2022-06-21 04:18:59,2022-06-21 04:28:57,916939550
BC800CD4-62E4-49D6-B37D-AEA9AAFAA914/0,L1C,2022-06-21 04:18:59,2022-06-21 04:28:57,916939550
63E7BCDA-15B1-441C-B4FA-667F2123F379/2,L2B,2022-06-21 04:20:00,2022-06-21 04:32:19,916939581
44323E38-68FF-414B-9420-1F3135754CEB/1,L1A,2022-06-21 04:28:57,2022-06-21 04:28:58,916939550
BC800CD4-62E4-49D6-B37D-AEA9AAFAA914/1,L1C,2022-06-21 04:28:57,2022-06-21 04:28:58,916939550
ACE06A86-20D9-41E8-AB9D-CDAE5ECEFE12/0,L1C,2022-06-21 04:28:58,2022-06-21 04:33:04,916939550
36D22A62-57D8-4E09-8128-7C33EA038A10/1,L1A,2022-06-21 04:30:00,2022-06-21 04:33:04,916939562
88BDBA30-17CB-4E3D-B145-9575D1FD4DB2/1,L1B,2022-06-21 04:30:00,2022-06-21 04:33:04,916939562
5B280716-FC0C-4F2F-8E98-27D00ACE97A4/0,L2A,2022-06-21 04:32:19,2022-06-21 04:35:01,916939581
80B614ED-7C23-42F5-BC20-4A5C121103CA/0,L2B,2022-06-21 04:32:19,2022-06-21 04:35:02,916939581
B544C2C0-F80E-4444-ABA7-0F5D4A7929FD/0,L1C,2022-06-21 04:33:04,2022-06-21 04:34:39,916939550
EE82C03D-8AD7-4ECB-AFAB-B43065E22A4F/0,L1A,2022-06-21 04:33:04,2022-06-21 04:33:08,916939562
FA21F4D2-D798-4954-BCDE-BDCCCD136E06/0,L1B,2022-06-21 04:33:04,2022-06-21 04:35:52,916939562
EE82C03D-8AD7-4ECB-AFAB-B43065E22A4F/1,L1A,2022-06-21 04:33:08,2022-06-21 04:35:51,916939562
B544C2C0-F80E-4444-ABA7-0F5D4A7929FD/1,L1C,2022-06-21 04:34:39,2022-06-21 04:34:45,916939550
B544C2C0-F80E-4444-ABA7-0F5D4A7929FD/3,L1C,2022-06-21 04:35:00,2022-06-21 04:35:52,916939562
5B280716-FC0C-4F2F-8E98-27D00ACE97A4/1,L2A,2022-06-21 04:35:01,2022-06-21 04:35:02,916939581
8D18AE5E-FCB4-41D4-B34A-B1638B6B4C3E/0,L2B,2022-06-21 04:35:02,2022-06-21 05:11:25,916939581
D7C5939E-264F-45DB-A490-3452FB8DF730/0,L2A,2022-06-21 04:35:02,2022-06-21 05:14:53,916939581
EE82C03D-8AD7-4ECB-AFAB-B43065E22A4F/2,L1A,2022-06-21 04:35:51,2022-06-21 04:35:52,916939562
12EBEC88-4B27-48EA-A638-81D0DFBDB185/0,L1B,2022-06-21 04:35:52,2022-06-21 04:36:10,916939562
2C33891E-D2C3-4AFB-BB28-79CC9CE0F37D/0,L1A,2022-06-21 04:35:52,2022-06-21 04:36:09,916939562
E2CAE0C0-0AC1-4415-BA07-60A07D299BB0/0,L1C,2022-06-21 04:35:52,2022-06-21 04:36:10,916939562
2C33891E-D2C3-4AFB-BB28-79CC9CE0F37D/1,L1A,2022-06-21 04:36:09,2022-06-21 04:36:10,916939562
4D3D160A-C510-4001-959C-07657AEE57F9/0,L1B,2022-06-21 04:36:10,2022-06-21 04:36:24,916939562
66A5637D-6312-4683-9A28-C48CF37BC045/0,L1C,2022-06-21 04:36:10,2022-06-21 04:36:24,916939562
AAABB63D-EA7A-4877-BD4A-B113D2743BF0/0,L1A,2022-06-21 04:36:10,2022-06-21 04:36:23,916939562
AAABB63D-EA7A-4877-BD4A-B113D2743BF0/1,L1A,2022-06-21 04:36:23,2022-06-21 04:36:24,916939562
77DDA466-5A96-4044-A055-AA41EE6455E0/0,L1B,2022-06-21 04:36:24,2022-06-21 04:42:49,916939562
A63BFABD-0319-4652-B3A6-3E7394678CA5/0,L1A,2022-06-21 04:36:24,2022-06-21 04:39:34,916939562
BAFD302E-3AEE-40F2-9DB6-E17CF6A93ABB/0,L1C,2022-06-21 04:36:24,2022-06-21 04:42:49,916939562
A63BFABD-0319-4652-B3A6-3E7394678CA5/1,L1A,2022-06-21 04:39:34,2022-06-21 04:42:49,916939562
2ACF0760-8FD2-4436-BCA6-C08E272ACFFF/0,L1C,2022-06-21 04:42:49,2022-06-21 04:46:43,916939562
9692FA89-9A15-4BF1-8EE2-A214E1B3CC21/0,L1B,2022-06-21 04:42:49,2022-06-21 05:15:08,916939562
ECD77FF3-8A88-47DB-AC6E-124294994CF9/0,L1A,2022-06-21 04:42:49,2022-06-21 04:46:53,916939562
2ACF0760-8FD2-4436-BCA6-C08E272ACFFF/1,L1C,2022-06-21 04:46:43,2022-06-21 04:46:58,916939562
ECD77FF3-8A88-47DB-AC6E-124294994CF9/1,L1A,2022-06-21 04:46:53,2022-06-21 04:46:56,916939562
ECD77FF3-8A88-47DB-AC6E-124294994CF9/2,L1A,2022-06-21 04:46:56,2022-06-21 05:01:54,916939562
2ACF0760-8FD2-4436-BCA6-C08E272ACFFF/2,L1C,2022-06-21 04:46:58,2022-06-21 04:47:43,916939562
2ACF0760-8FD2-4436-BCA6-C08E272ACFFF/3,L1C,2022-06-21 04:47:43,2022-06-21 04:48:10,916939562
2ACF0760-8FD2-4436-BCA6-C08E272ACFFF/4,L1C,2022-06-21 04:48:10,2022-06-21 04:56:19,916939562
2ACF0760-8FD2-4436-BCA6-C08E272ACFFF/5,L1C,2022-06-21 04:56:19,2022-06-21 04:57:25,916939562
2ACF0760-8FD2-4436-BCA6-C08E272ACFFF/6,L1C,2022-06-21 04:57:25,2022-06-21 06:00:00,916939562
ECD77FF3-8A88-47DB-AC6E-124294994CF9/3,L1A,2022-06-21 05:01:54,2022-06-21 05:01:57,916939562
ECD77FF3-8A88-47DB-AC6E-124294994CF9/4,L1A,2022-06-21 05:01:57,2022-06-21 05:04:49,916939562
ECD77FF3-8A88-47DB-AC6E-124294994CF9/5,L1A,2022-06-21 05:04:49,2022-06-21 05:05:13,916939562
ECD77FF3-8A88-47DB-AC6E-124294994CF9/6,L1A,2022-06-21 05:05:13,2022-06-21 05:15:13,916939562
8D18AE5E-FCB4-41D4-B34A-B1638B6B4C3E/1,L2B,2022-06-21 05:11:25,2022-06-21 05:13:16,916939581
8D18AE5E-FCB4-41D4-B34A-B1638B6B4C3E/2,L2B,2022-06-21 05:13:16,2022-06-21 05:14:53,916939581
6FA041DF-4E4B-429A-9813-3556DD4721B7/0,L2A,2022-06-21 05:14:53,2022-06-21 05:14:58,916939581
D3ADB3E5-08DF-4997-8D4E-AC7CE5BDC308/0,L2B,2022-06-21 05:14:53,2022-06-21 05:14:58,916939581
8B2C271D-B228-415D-B801-C52FD1098F6E/0,L2B,2022-06-21 05:14:58,2022-06-21 05:19:20,916939581
E67EF83C-C0E1-4840-AAFC-72D46299CC10/0,L2A,2022-06-21 05:14:58,2022-06-21 05:19:20,916939581
9692FA89-9A15-4BF1-8EE2-A214E1B3CC21/1,L1B,2022-06-21 05:15:08,2022-06-21 05:33:00,916939562
ECD77FF3-8A88-47DB-AC6E-124294994CF9/7,L1A,2022-06-21 05:15:13,2022-06-21 05:15:22,916939562
ECD77FF3-8A88-47DB-AC6E-124294994CF9/8,L1A,2022-06-21 05:15:22,2022-06-21 05:40:54,916939562
119CA0C7-CCDE-48E7-806B-DC7D70E73144/0,L2A,2022-06-21 05:19:20,2022-06-21 05:19:24,916939581
2F638749-94BE-42E5-A4E1-1574628480DC/0,L2B,2022-06-21 05:19:20,2022-06-21 05:19:24,916939581
50AA1D50-1DCF-4EA8-BCAE-FB2DBD6F592C/0,L2A,2022-06-21 05:19:24,2022-06-21 05:23:30,916939581
AFFB9E65-68CE-4DDD-BB78-7CC3FF442921/0,L2B,2022-06-21 05:19:24,2022-06-21 05:23:30,916939581
8A4C8A50-2862-453F-BA97-6F56FDDA3C6D/0,L2B,2022-06-21 05:23:30,2022-06-21 05:24:39,916939581
AF2E843F-3719-4EAD-BF7C-FCA989B41575/0,L2A,2022-06-21 05:23:30,2022-06-21 05:24:39,916939581
